Open,High,Low,Close,Volume,Complete,Timestamp
69307.02,69307.02,69307.01,69307.01,0.00221,True,2026-03-11 11:51:27
69307.01,69307.02,69307.01,69307.02,0.20382,True,2026-03-11 11:51:28
69307.01,69311.26,69307.01,69309.43,2.53755,True,2026-03-11 11:51:29
69309.42,69309.42,69300.0,69306.98,2.48755,True,2026-03-11 11:51:30
69306.98,69326.66,69306.97,69326.65,2.5922,True,2026-03-11 11:51:31
69326.65,69331.87,69326.65,69331.87,0.00493,True,2026-03-11 11:51:32
69331.87,69331.96,69331.87,69331.96,0.18868,True,2026-03-11 11:51:33
69331.96,69331.96,69331.96,69331.96,0.00075,True,2026-03-11 11:51:34
69331.95,69331.96,69331.95,69331.95,0.0026,True,2026-03-11 11:51:35
69331.95,69331.95,69331.86,69331.86,0.04037,True,2026-03-11 11:51:36
69331.86,69342.6,69331.86,69342.6,1.78399,True,2026-03-11 11:51:37
69342.6,69363.19,69342.6,69363.19,0.35136,True,2026-03-11 11:51:38
69363.2,69367.63,69363.2,69367.62,0.01294,True,2026-03-11 11:51:39
69367.62,69367.63,69367.62,69367.62,0.06293,True,2026-03-11 11:51:40
69367.62,69367.62,69354.85,69354.86,0.25001,True,2026-03-11 11:51:41
69354.85,69354.86,69354.85,69354.86,0.00122,True,2026-03-11 11:51:42
69354.86,69354.86,69354.85,69354.85,0.00662,True,2026-03-11 11:51:43
69354.86,69354.86,69354.85,69354.85,0.00024,True,2026-03-11 11:51:44
69354.85,69354.85,69354.85,69354.85,0.00036,True,2026-03-11 11:51:45
69354.85,69354.86,69354.85,69354.86,0.04768,True,2026-03-11 11:51:46
69354.85,69354.86,69354.85,69354.86,0.00058,True,2026-03-11 11:51:47
69354.86,69354.86,69354.86,69354.86,0.0,True,2026-03-11 11:51:48
69354.85,69354.85,69347.68,69347.68,0.81854,True,2026-03-11 11:51:49
69347.67,69347.67,69331.26,69331.26,0.24738,True,2026-03-11 11:51:50
69330.69,69330.69,69330.68,69330.68,0.0013,True,2026-03-11 11:51:51
69330.68,69330.68,69330.68,69330.68,0.0,True,2026-03-11 11:51:52
69330.68,69330.68,69327.12,69327.12,0.11204,True,2026-03-11 11:51:53
69327.12,69327.12,69313.07,69313.07,0.71788,True,2026-03-11 11:51:54
69313.06,69313.07,69313.06,69313.06,0.00597,True,2026-03-11 11:51:55
69313.06,69313.07,69313.06,69313.07,0.00477,True,2026-03-11 11:51:56
69313.06,69313.06,69309.08,69309.09,0.16254,True,2026-03-11 11:51:57
69309.09,69315.83,69309.08,69315.83,0.02358,True,2026-03-11 11:51:58
69315.84,69315.84,69315.84,69315.84,0.00109,True,2026-03-11 11:51:59
69315.84,69328.96,69315.83,69328.96,0.5276,True,2026-03-11 11:52:00
69328.96,69337.44,69328.96,69337.44,0.34665,True,2026-03-11 11:52:01
69337.44,69346.65,69337.44,69346.65,0.35148,True,2026-03-11 11:52:02
69346.65,69346.65,69346.64,69346.64,0.09201,True,2026-03-11 11:52:03
69346.65,69346.65,69346.65,69346.65,0.02146,True,2026-03-11 11:52:04
69346.64,69349.41,69346.64,69349.41,0.31537,True,2026-03-11 11:52:05
69349.42,69354.1,69349.42,69354.1,0.7911,True,2026-03-11 11:52:06
69354.11,69354.11,69354.11,69354.11,0.03918,True,2026-03-11 11:52:07
69354.11,69354.11,69354.11,69354.11,0.00464,True,2026-03-11 11:52:08
69354.1,69354.11,69347.81,69347.81,0.12191,True,2026-03-11 11:52:09
69347.81,69347.82,69347.81,69347.82,0.0004,True,2026-03-11 11:52:10
69347.82,69347.82,69332.06,69332.06,0.43977,True,2026-03-11 11:52:11
69332.06,69332.07,69332.06,69332.07,0.00621,True,2026-03-11 11:52:12
69332.07,69337.55,69332.07,69337.55,0.05934,True,2026-03-11 11:52:13
69337.55,69342.66,69337.55,69342.66,0.01902,True,2026-03-11 11:52:14
69342.67,69342.67,69342.66,69342.66,0.01475,True,2026-03-11 11:52:15
69342.67,69342.67,69342.67,69342.67,0.00029,True,2026-03-11 11:52:16
69342.67,69342.67,69342.67,69342.67,0.00533,True,2026-03-11 11:52:17
69342.66,69348.38,69342.66,69348.38,0.39966,True,2026-03-11 11:52:18
69349.19,69349.19,69349.19,69349.19,0.0006,True,2026-03-11 11:52:19
69349.19,69349.19,69342.33,69342.33,0.09262,True,2026-03-11 11:52:20
69342.33,69342.33,69335.99,69335.99,0.10287,True,2026-03-11 11:52:21
69335.99,69335.99,69335.99,69335.99,0.0,True,2026-03-11 11:52:22
69336.0,69336.0,69336.0,69336.0,0.05826,True,2026-03-11 11:52:23
69336.0,69337.38,69336.0,69337.38,0.03887,True,2026-03-11 11:52:24
69337.39,69338.98,69337.38,69338.98,0.00384,True,2026-03-11 11:52:25
69338.99,69340.86,69338.99,69340.85,0.21313,True,2026-03-11 11:52:26
69340.86,69342.65,69340.86,69342.65,0.05098,True,2026-03-11 11:52:27
69342.66,69344.61,69342.65,69344.61,0.13168,True,2026-03-11 11:52:28
69344.61,69344.61,69344.61,69344.61,0.0,True,2026-03-11 11:52:29
69344.61,69344.62,69340.92,69340.92,0.0697,True,2026-03-11 11:52:30
69340.93,69340.93,69340.93,69340.93,0.00351,True,2026-03-11 11:52:31
69340.92,69340.92,69332.06,69332.06,0.06507,True,2026-03-11 11:52:32
69332.06,69332.06,69330.65,69330.65,0.07615,True,2026-03-11 11:52:33
69330.64,69330.65,69330.64,69330.65,0.0164,True,2026-03-11 11:52:34
69330.64,69330.65,69330.64,69330.65,0.01009,True,2026-03-11 11:52:35
69330.64,69330.65,69330.64,69330.64,0.04719,True,2026-03-11 11:52:36
69330.65,69330.65,69330.65,69330.65,0.00723,True,2026-03-11 11:52:37
69330.65,69330.65,69330.65,69330.65,0.0,True,2026-03-11 11:52:38
69330.65,69330.65,69330.65,69330.65,0.02653,True,2026-03-11 11:52:39
69330.64,69330.64,69330.64,69330.64,0.02104,True,2026-03-11 11:52:40
69330.64,69330.64,69330.64,69330.64,0.00024,True,2026-03-11 11:52:41
69330.65,69331.96,69330.65,69331.96,0.10916,True,2026-03-11 11:52:42
69331.96,69332.07,69331.95,69332.07,0.18602,True,2026-03-11 11:52:43
69332.07,69332.07,69332.07,69332.07,0.01219,True,2026-03-11 11:52:44
69332.07,69332.07,69332.06,69332.07,0.14548,True,2026-03-11 11:52:45
69332.06,69332.07,69332.06,69332.06,0.01708,True,2026-03-11 11:52:46
69332.07,69332.07,69329.38,69329.38,0.26181,True,2026-03-11 11:52:47
69329.38,69329.38,69324.0,69324.0,0.12131,True,2026-03-11 11:52:48
69323.8,69323.8,69321.17,69321.18,0.03847,True,2026-03-11 11:52:49
69321.17,69321.18,69321.17,69321.18,0.07658,True,2026-03-11 11:52:50
69321.18,69321.18,69321.18,69321.18,0.69684,True,2026-03-11 11:52:51
69321.18,69326.31,69321.18,69326.31,0.01826,True,2026-03-11 11:52:52
69326.3,69326.3,69321.19,69321.19,0.0363,True,2026-03-11 11:52:53
69321.18,69321.18,69304.79,69304.79,0.52482,True,2026-03-11 11:52:54
69304.8,69304.8,69304.79,69304.8,0.01124,True,2026-03-11 11:52:55
69304.79,69304.79,69300.23,69300.23,0.17939,True,2026-03-11 11:52:56
69300.24,69300.24,69300.24,69300.24,0.00123,True,2026-03-11 11:52:57
69300.24,69300.24,69300.23,69300.24,0.38912,True,2026-03-11 11:52:58
69300.23,69300.24,69300.01,69300.01,0.03826,True,2026-03-11 11:52:59
69300.0,69300.01,69300.0,69300.0,0.01039,True,2026-03-11 11:53:00
69300.01,69300.01,69300.0,69300.0,0.29153,True,2026-03-11 11:53:01
69300.0,69300.0,69300.0,69300.0,0.003,True,2026-03-11 11:53:02
69300.01,69300.23,69300.01,69300.22,0.05609,True,2026-03-11 11:53:03
69300.22,69300.22,69300.22,69300.22,0.01001,True,2026-03-11 11:53:04
69300.23,69300.23,69300.22,69300.22,1.95529,True,2026-03-11 11:53:05
69300.23,69300.23,69300.22,69300.23,0.79037,True,2026-03-11 11:53:06
69300.23,69300.23,69298.0,69298.01,0.712,True,2026-03-11 11:53:07
69298.01,69298.01,69298.0,69298.0,0.00865,True,2026-03-11 11:53:08
69298.01,69298.01,69298.0,69298.0,0.00665,True,2026-03-11 11:53:09
69298.0,69298.01,69298.0,69298.0,0.01864,True,2026-03-11 11:53:10
69298.01,69299.84,69298.01,69299.84,0.00448,True,2026-03-11 11:53:11
69299.85,69299.85,69299.85,69299.85,0.00259,True,2026-03-11 11:53:12
69299.85,69299.85,69299.85,69299.85,0.0,True,2026-03-11 11:53:13
69299.85,69299.85,69299.85,69299.85,0.00234,True,2026-03-11 11:53:14
69299.85,69299.85,69299.84,69299.84,0.00291,True,2026-03-11 11:53:15
69299.85,69299.85,69299.85,69299.85,0.00099,True,2026-03-11 11:53:16
69299.84,69299.85,69299.84,69299.84,0.02106,True,2026-03-11 11:53:17
69299.85,69299.85,69299.84,69299.84,0.01023,True,2026-03-11 11:53:18
69299.84,69299.84,69290.0,69290.0,0.93967,True,2026-03-11 11:53:19
69290.01,69290.01,69290.0,69290.01,0.01082,True,2026-03-11 11:53:20
69290.0,69290.01,69290.0,69290.01,0.11756,True,2026-03-11 11:53:21
69290.0,69290.01,69290.0,69290.01,0.02829,True,2026-03-11 11:53:22
69290.01,69290.01,69290.0,69290.0,0.01887,True,2026-03-11 11:53:23
69290.0,69290.0,69290.0,69290.0,0.01344,True,2026-03-11 11:53:24
69290.01,69290.01,69290.0,69290.01,0.3045,True,2026-03-11 11:53:25
69290.0,69290.01,69290.0,69290.01,0.00801,True,2026-03-11 11:53:26
69290.0,69290.0,69281.35,69281.51,1.77808,True,2026-03-11 11:53:27
69281.51,69281.51,69281.5,69281.51,0.02836,True,2026-03-11 11:53:28
69281.5,69281.51,69281.5,69281.51,0.12142,True,2026-03-11 11:53:29
69281.51,69281.51,69281.5,69281.51,0.02952,True,2026-03-11 11:53:30
69281.51,69293.77,69281.51,69293.77,0.57678,True,2026-03-11 11:53:31
69293.78,69293.78,69293.77,69293.78,0.69293,True,2026-03-11 11:53:32
69293.78,69293.78,69293.77,69293.78,0.09091,True,2026-03-11 11:53:33
69293.78,69293.78,69293.78,69293.78,0.00476,True,2026-03-11 11:53:34
69293.77,69293.78,69293.77,69293.78,0.00307,True,2026-03-11 11:53:35
69293.77,69293.77,69293.77,69293.77,0.02526,True,2026-03-11 11:53:36
69293.77,69293.77,69287.61,69287.62,0.11048,True,2026-03-11 11:53:37
69287.61,69287.61,69287.61,69287.61,0.00488,True,2026-03-11 11:53:38
69287.61,69287.61,69287.61,69287.61,0.14196,True,2026-03-11 11:53:39
69287.61,69287.62,69287.61,69287.62,0.00767,True,2026-03-11 11:53:40
69287.62,69287.62,69287.62,69287.62,0.00019,True,2026-03-11 11:53:41
69287.62,69293.77,69287.62,69293.77,0.03236,True,2026-03-11 11:53:42
69293.77,69293.77,69293.77,69293.77,0.10802,True,2026-03-11 11:53:43
69293.78,69293.78,69293.77,69293.78,0.03631,True,2026-03-11 11:53:44
69293.78,69293.78,69293.77,69293.78,0.00052,True,2026-03-11 11:53:45
69293.77,69293.78,69293.77,69293.78,0.16747,True,2026-03-11 11:53:46
69293.78,69293.78,69293.78,69293.78,0.0001,True,2026-03-11 11:53:47
69293.78,69298.31,69293.78,69298.31,0.02541,True,2026-03-11 11:53:48
69298.32,69298.32,69298.31,69298.31,0.04693,True,2026-03-11 11:53:49
69298.31,69298.31,69294.54,69294.54,0.01516,True,2026-03-11 11:53:50
69294.53,69294.54,69294.53,69294.54,0.00112,True,2026-03-11 11:53:51
69294.53,69294.53,69294.53,69294.53,0.00666,True,2026-03-11 11:53:52
69294.54,69294.54,69294.54,69294.54,9e-05,True,2026-03-11 11:53:53
69294.54,69294.54,69294.53,69294.53,0.01451,True,2026-03-11 11:53:54
69294.53,69294.54,69294.53,69294.54,0.00044,True,2026-03-11 11:53:55
69294.53,69294.53,69294.53,69294.53,0.00034,True,2026-03-11 11:53:56
69294.53,69294.53,69294.53,69294.53,0.0,True,2026-03-11 11:53:57
69294.54,69304.27,69294.54,69304.27,0.43574,True,2026-03-11 11:53:58
69304.27,69310.31,69304.26,69310.31,0.0272,True,2026-03-11 11:53:59
69310.32,69312.3,69310.32,69312.3,0.02395,True,2026-03-11 11:54:00
69312.29,69312.3,69312.29,69312.3,0.03276,True,2026-03-11 11:54:01
69312.3,69312.3,69312.3,69312.3,0.00048,True,2026-03-11 11:54:02
69312.3,69316.16,69312.3,69316.16,0.11471,True,2026-03-11 11:54:03
69316.15,69316.15,69316.15,69316.15,0.00652,True,2026-03-11 11:54:04
69316.16,69316.16,69310.37,69310.37,0.03002,True,2026-03-11 11:54:05
69310.37,69310.38,69310.37,69310.37,0.00275,True,2026-03-11 11:54:06
69310.37,69310.37,69310.37,69310.37,0.0,True,2026-03-11 11:54:07
69310.38,69310.38,69295.81,69295.81,0.41084,True,2026-03-11 11:54:08
69295.82,69295.82,69295.82,69295.82,0.00475,True,2026-03-11 11:54:09
69295.82,69298.63,69295.81,69298.63,0.005,True,2026-03-11 11:54:10
69298.64,69298.82,69298.64,69298.82,0.04058,True,2026-03-11 11:54:11
69298.81,69299.85,69298.81,69299.85,0.36563,True,2026-03-11 11:54:12
69299.84,69318.32,69299.84,69314.99,1.56188,True,2026-03-11 11:54:13
69314.99,69314.99,69314.98,69314.98,0.00717,True,2026-03-11 11:54:14
69314.98,69314.99,69314.98,69314.98,0.00335,True,2026-03-11 11:54:15
69314.99,69314.99,69314.98,69314.99,0.00071,True,2026-03-11 11:54:16
69314.99,69314.99,69314.99,69314.99,0.00205,True,2026-03-11 11:54:17
69314.99,69314.99,69314.98,69314.99,0.01015,True,2026-03-11 11:54:18
69314.99,69314.99,69314.98,69314.99,0.00707,True,2026-03-11 11:54:19
69314.99,69314.99,69314.98,69314.98,0.00501,True,2026-03-11 11:54:20
69314.99,69314.99,69314.98,69314.98,0.04504,True,2026-03-11 11:54:21
69314.99,69314.99,69314.98,69314.98,0.00452,True,2026-03-11 11:54:22
69314.98,69314.99,69314.98,69314.99,0.00849,True,2026-03-11 11:54:23
69314.99,69314.99,69314.98,69314.98,0.0357,True,2026-03-11 11:54:24
69314.99,69324.22,69314.99,69324.22,0.34783,True,2026-03-11 11:54:25
69324.22,69324.22,69324.22,69324.22,0.00013,True,2026-03-11 11:54:26
69324.22,69324.23,69324.22,69324.23,0.00415,True,2026-03-11 11:54:27
69324.22,69324.22,69324.22,69324.22,0.01539,True,2026-03-11 11:54:28
