Open,High,Low,Close,Volume,Complete,Timestamp,hl_range,oc_change,returns,sma_5,ema_5,sma_10,ema_10,sma_20,ema_20,sma_50,ema_50,sma_100,ema_100,vol_5,rsi_5,vol_mean_5,vol_std_5,vol_10,rsi_10,vol_mean_10,vol_std_10,vol_20,rsi_20,vol_mean_20,vol_std_20,bb_upper_20,bb_lower_20,Close_lag_1,Close_lag_2,Close_lag_3,Close_lag_4,Close_lag_5,Volume_lag_1,Volume_lag_2,Volume_lag_3,Volume_lag_4,Volume_lag_5,returns_lag_1,returns_lag_2,returns_lag_3,returns_lag_4,returns_lag_5
69340.93,69340.93,69340.93,69340.93,0.00351,True,2026-03-11 11:52:31,0.0,0.0,1.4421498861771909e-07,69342.744,69341.7271547108,69340.29199999999,69341.47885759288,69340.9545,69341.1625752637,69339.9244,69341.79415667002,69344.4314,69352.64746958956,1.8432525624371605,50.53619302940537,0.051174,0.05411816127736717,3.1814175762149763,70.04870129866401,0.056997,0.06885303173348235,4.274833913995519,60.398593200464894,0.06353299999999991,0.09664944539822823,69349.504167828,69332.40483217202,69340.92,69344.61,69344.61,69342.65,69340.85,0.0697,0.0,0.13168,0.05098,0.21313,-5.321249914014281e-05,0.0,2.826543260181502e-05,2.5958724186203597e-05,2.6968957432149665e-05
69340.92,69340.92,69332.06,69332.06,0.06507,True,2026-03-11 11:52:32,8.860000000000582,-8.860000000000582,-0.00012791867660266742,69340.626,69338.5047698072,69339.899,69339.76633803053,69340.954,69340.29566333383,69339.46840000001,69341.4124250359,69343.8032,69352.23979692442,5.130782592215179,13.558155540270633,0.053992,0.05447122423851983,3.927211198076953,40.726757904648814,0.06350399999999999,0.0658784778883963,4.2759282147296265,49.99029314695271,0.0664759999999999,0.0957035999102704,69349.50585642946,69332.40214357054,69340.93,69340.92,69344.61,69344.61,69342.65,0.00351,0.0697,0.0,0.13168,0.05098,1.4421498861771909e-07,-5.321249914014281e-05,0.0,2.826543260181502e-05,2.5958724186203597e-05
69332.06,69332.06,69330.65,69330.65,0.07615,True,2026-03-11 11:52:33,1.4100000000034925,-1.4100000000034925,-2.0336911956797543e-05,69337.834,69335.88651320481,69339.364,69338.10882202498,69340.609,69339.37702873061,69338.9844,69340.99036915215,69343.1608,69351.81227619323,6.123147067327908,0.07153075818858667,0.042886,0.037773312404966085,4.787558414489113,38.158477202287195,0.06529299999999999,0.06596310518432698,4.810035451514935,42.72765598649819,0.06731649999999992,0.09571144590159833,69350.22907090302,69330.98892909697,69332.06,69340.93,69340.92,69344.61,69344.61,0.06507,0.00351,0.0697,0.0,0.13168,-0.00012791867660266742,1.4421498861771909e-07,-5.321249914014281e-05,0.0,2.826543260181502e-05
69330.64,69330.65,69330.64,69330.65,0.0164,True,2026-03-11 11:52:34,0.00999999999476131,0.00999999999476131,0.0,69335.04199999999,69334.14100880321,69338.69099999999,69336.75267256588,69340.0085,69338.54588313722,69338.5004,69340.58486447952,69342.5184,69351.3932212191,5.401182278691063,0.07153075818858667,0.046166,0.03359985014911746,5.515177947668936,34.13484205560334,0.063046,0.06733171750538712,5.268353657002286,35.813843609717765,0.06718549999999991,0.09578279471225704,69350.545207314,69329.47179268599,69330.65,69332.06,69340.93,69340.92,69344.61,0.07615,0.06507,0.00351,0.0697,0.0,-2.0336911956797543e-05,-0.00012791867660266742,1.4421498861771909e-07,-5.321249914014281e-05,0.0
69330.64,69330.65,69330.64,69330.65,0.01009,True,2026-03-11 11:52:35,0.00999999999476131,0.00999999999476131,0.0,69332.98799999998,69332.97733920215,69337.858,69335.64309573572,69339.40800000001,69337.79389426702,69338.0164,69340.19526195092,69341.87599999999,69350.98246436327,4.4814975183841685,0.09718172978392658,0.034244,0.033737063891856496,6.0680397727295885,28.760836308002297,0.06367099999999999,0.06674755333845352,5.622766316023497,35.813843609717765,0.0669524999999999,0.09592262785975972,69350.65353263206,69328.16246736796,69330.65,69330.65,69332.06,69340.93,69340.92,0.0164,0.07615,0.06507,0.00351,0.0697,0.0,-2.0336911956797543e-05,-0.00012791867660266742,1.4421498861771909e-07,-5.321249914014281e-05
69330.64,69330.65,69330.64,69330.64,0.04719,True,2026-03-11 11:52:36,0.00999999999476131,0.0,-1.4423635141813662e-07,69330.93,69332.19822613476,69336.837,69334.7334419656,69338.80649999999,69337.1125710035,69337.532,69339.82054579598,69341.3084,69350.57964328676,0.6317040501273605,0.0,0.042980000000000004,0.02912983693814925,6.360581823067941,21.239436619676695,0.047076999999999994,0.04120024974307723,5.8924378604465995,35.79021970233585,0.06929749999999991,0.09477356592784643,69350.59137572089,69327.02162427909,69330.65,69330.65,69330.65,69332.06,69340.93,0.01009,0.0164,0.07615,0.06507,0.00351,0.0,0.0,-2.0336911956797543e-05,-0.00012791867660266742,1.4421498861771909e-07
69330.65,69330.65,69330.65,69330.65,0.00723,True,2026-03-11 11:52:37,0.0,0.0,1.4423637217930718e-07,69330.648,69331.6821507565,69335.637,69333.99099797185,69338.2055,69336.49708805078,69337.0478,69339.4609165491,69340.7409,69350.18499688504,0.0044729076663509535,0.6993006989377619,0.031412,0.029644522597660792,6.2734095828902126,12.406015037574804,0.042702000000000004,0.043022331358942026,6.087405007767121,35.80538497873265,0.06939249999999991,0.09470699973433777,69350.38031001553,69326.03068998446,69330.64,69330.65,69330.65,69330.65,69332.06,0.04719,0.01009,0.0164,0.07615,0.06507,-1.4423635141813662e-07,0.0,0.0,-2.0336911956797543e-05,-0.00012791867660266742
69330.65,69330.65,69330.65,69330.65,0.0,True,2026-03-11 11:52:38,0.0,0.0,0.0,69330.648,69331.33810050433,69334.241,69333.38354379515,69337.319,69335.94022252213,69336.5636,69339.11539040992,69340.1733,69349.79816526355,0.0044729076663509535,50.0,0.016182000000000002,0.018307453947594577,5.568445725225997,0.14285714278246076,0.029533999999999998,0.03132394015237755,5.812513632536788,25.798525798495348,0.04940949999999991,0.05533210350854015,69348.94402726508,69325.69397273492,69330.65,69330.64,69330.65,69330.65,69330.65,0.00723,0.04719,0.01009,0.0164,0.07615,1.4423637217930718e-07,-1.4423635141813662e-07,0.0,0.0,-2.0336911956797543e-05
69330.65,69330.65,69330.65,69330.65,0.02653,True,2026-03-11 11:52:39,0.0,0.0,0.0,69330.648,69331.10873366956,69332.845,69332.8865358324,69336.39199999999,69335.43639180574,69336.22300000001,69338.78341431542,69339.6057,69349.41899367416,0.0044729076663509535,50.0,0.018208000000000002,0.018888896739706274,4.281215431702114,0.14285714278246076,0.032187,0.02962184968721484,5.2730163136532875,24.12060301504802,0.050705999999999904,0.05442458707138099,69346.9380326273,69325.84596737269,69330.65,69330.65,69330.64,69330.65,69330.65,0.0,0.00723,0.04719,0.01009,0.0164,0.0,1.4423637217930718e-07,-1.4423635141813662e-07,0.0,0.0
69330.64,69330.64,69330.64,69330.64,0.02104,True,2026-03-11 11:52:40,0.0,0.0,-1.4423635141813662e-07,69330.646,69330.95248911306,69331.817,69332.47807477196,69335.80750000001,69334.97959258614,69336.21059999999,69338.46406473442,69339.02900000001,69349.04713241328,0.005477855658522492,33.33333333333333,0.020398,0.01833916219578407,3.2326083406166117,0.19379844951129144,0.027321,0.02661940956442538,5.2278715344573365,29.823955816338284,0.047126999999999905,0.053874015423860146,69346.26324306893,69325.3517569311,69330.65,69330.65,69330.65,69330.64,69330.65,0.02653,0.0,0.00723,0.04719,0.01009,0.0,0.0,1.4423637217930718e-07,-1.4423635141813662e-07,0.0
69330.64,69330.64,69330.64,69330.64,0.00024,True,2026-03-11 11:52:41,0.0,0.0,0.0,69330.646,69330.84832607539,69330.788,69332.14387935887,69335.54000000001,69334.56629805412,69336.2098,69338.1572386664,69338.4224,69348.68263474172,0.005477855658522492,50.0,0.011008,0.012175515185950928,0.44696012188729245,0.09699321042461406,0.026994,0.026962286912623375,5.353409144176587,38.17940786563942,0.04199549999999991,0.05316817612410634,69346.24681828836,69324.83318171166,69330.64,69330.65,69330.65,69330.65,69330.64,0.02104,0.02653,0.0,0.00723,0.04719,-1.4423635141813662e-07,0.0,0.0,1.4423637217930718e-07,-1.4423635141813662e-07
69330.65,69331.96,69330.65,69331.96,0.10916,True,2026-03-11 11:52:42,1.3100000000122236,1.3100000000122236,1.903920113832669e-05,69330.908,69331.21888405026,69330.77799999999,69332.11044674816,69335.3385,69334.31807919183,69336.2354,69337.9142096991,69337.8291,69348.3514934597,0.5881071390123032,99.24812030114676,0.031394,0.04509592420655354,0.4153392395294024,48.18840579725618,0.031403,0.0359780198485865,5.411112614617444,41.586638830894,0.047453499999999905,0.0542226874515573,69346.16072522923,69324.51627477077,69330.64,69330.64,69330.65,69330.65,69330.65,0.00024,0.02104,0.02653,0.0,0.00723,0.0,-1.4423635141813662e-07,0.0,0.0,1.4423637217930718e-07
69331.96,69332.07,69331.95,69332.07,0.18602,True,2026-03-11 11:52:43,0.1200000000098953,0.11000000000058208,1.5865698879125034e-06,69331.19200000001,69331.50258936685,69330.92,69332.10309279396,69335.142,69334.10397641166,69336.33439999999,69337.68502500502,69337.3031,69348.02908764861,0.7523097812837423,99.30555555592048,0.06859799999999999,0.07768123660217464,0.5777158235488478,98.63013698701135,0.04239,0.059950666940991715,5.456989336875141,41.82952182953239,0.05384149999999991,0.062462477349001684,69346.05597867376,69324.22802132626,69331.96,69330.64,69330.64,69330.65,69330.65,0.10916,0.00024,0.02104,0.02653,0.0,1.903920113832669e-05,0.0,-1.4423635141813662e-07,0.0,0.0
69332.07,69332.07,69332.07,69332.07,0.01219,True,2026-03-11 11:52:44,0.0,0.0,0.0,69331.47600000001,69331.69172624458,69331.062,69332.09707592233,69334.8765,69333.91026437245,69336.7144,69337.464827946,69336.7771,69347.71306611101,0.7644802201969336,99.30555555592048,0.06572999999999998,0.07985692956809104,0.670966148756597,98.63013698701135,0.041969,0.060167848270971144,5.471527520920197,38.28848698720448,0.05250749999999991,0.06308088832890688,69345.81955504185,69323.93344495815,69332.07,69331.96,69330.64,69330.64,69330.65,0.18602,0.10916,0.00024,0.02104,0.02653,1.5865698879125034e-06,1.903920113832669e-05,0.0,-1.4423635141813662e-07,0.0
69332.07,69332.07,69332.06,69332.07,0.14548,True,2026-03-11 11:52:45,0.010000000009313226,0.0,0.0,69331.76200000002,69331.8178174964,69331.204,69332.09215302736,69334.53099999999,69333.73500109889,69337.0946,69337.25326606576,69336.3418,69347.40330242564,0.6290230577061378,100.0,0.090618,0.0818143026618386,0.7223757221062125,98.63013698701135,0.055508,0.0670379170983998,5.416665219148552,33.6022781205709,0.059589499999999906,0.06524328426618116,69345.36433043829,69323.69766956169,69332.07,69332.07,69331.96,69330.64,69330.64,0.01219,0.18602,0.10916,0.00024,0.02104,0.0,1.5865698879125034e-06,1.903920113832669e-05,0.0,-1.4423635141813662e-07
69332.06,69332.07,69332.06,69332.06,0.01708,True,2026-03-11 11:52:46,0.010000000009313226,0.0,-1.44233397447735e-07,69332.046,69331.8985449976,69331.34599999999,69332.08630702239,69334.0915,69333.57547718471,69337.4744,69337.04960857298,69336.1274,69347.09947465482,0.04827014788158732,99.30555555491695,0.09398599999999999,0.07739066145241888,0.7385752165867806,98.6301369860283,0.052497,0.06812048297769292,5.2303660676393715,27.121290994242898,0.04978699999999991,0.05486232962219649,69344.55223213528,69323.63076786471,69332.07,69332.07,69332.07,69331.96,69330.64,0.14548,0.01219,0.18602,0.10916,0.00024,0.0,0.0,1.5865698879125034e-06,1.903920113832669e-05,0.0
69332.07,69332.07,69329.38,69329.38,0.26181,True,2026-03-11 11:52:47,2.6900000000023283,-2.6900000000023283,-3.865455605955859e-05,69331.53,69331.0590299984,69331.219,69331.59425120013,69333.428,69333.17590792902,69337.8802,69336.74883960934,69335.8861,69346.74859396859,1.2018943410676943,3.9285714285881284,0.12451599999999999,0.10866404432949642,0.9503736198038487,34.62469733670592,0.077955,0.0925234714065254,4.920010268637389,16.97361871579932,0.06032849999999991,0.0725176907109448,69343.26802053727,69323.58797946273,69332.06,69332.07,69332.07,69332.07,69331.96,0.01708,0.14548,0.01219,0.18602,0.10916,-1.44233397447735e-07,0.0,0.0,1.5865698879125034e-06,1.903920113832669e-05
69329.38,69329.38,69324.0,69324.0,0.12131,True,2026-03-11 11:52:48,5.380000000004657,-5.380000000004657,-7.760057857153502e-05,69329.916,69328.70601999894,69330.554,69330.21347825465,69332.39749999999,69332.30201193578,69338.04359999999,69336.24888511485,69335.91010000001,69346.29812676129,3.5057994818379448,0.0,0.11157399999999999,0.10322494577398832,2.4832067116455647,15.036803364943921,0.09008599999999999,0.08905453837086265,4.602830792724967,6.167588260303759,0.059809999999999905,0.07201601568946377,69341.60316158544,69323.19183841454,69329.38,69332.06,69332.07,69332.07,69332.07,0.26181,0.01708,0.14548,0.01219,0.18602,-3.865455605955859e-05,-1.44233397447735e-07,0.0,0.0,1.5865698879125034e-06
